tricho_phage_NPSG.2	466	690	0	0
tricho_phage_NPSG.2	1259	2245	0	0
tricho_phage_NPSG.2	2441	3850	0	0
tricho_phage_NPSG.2	3919	4164	40	2
tricho_phage_NPSG.2	4154	4399	114	6
tricho_phage_NPSG.2	4405	4695	0	0
tricho_phage_NPSG.2	4705	4962	0	0
tricho_phage_NPSG.2	4968	5387	187	2
tricho_phage_NPSG.2	5390	5689	371	5
tricho_phage_NPSG.2	5779	8625	1371	24
tricho_phage_NPSG.2	8740	8913	0	0
tricho_phage_NPSG.2	8845	9303	76	4
tricho_phage_NPSG.2	9398	9769	0	0
tricho_phage_NPSG.2	9811	10626	38	2
tricho_phage_NPSG.2	10721	11380	0	0
tricho_phage_NPSG.2	11513	12670	198	2
tricho_phage_NPSG.2	12972	13379	328	16
tricho_phage_NPSG.2	13483	13992	0	0
tricho_phage_NPSG.2	14233	14937	240	12
tricho_phage_NPSG.2	14903	15127	0	0
tricho_phage_NPSG.2	15117	16163	234	12
tricho_phage_NPSG.2	16163	16561	0	0
tricho_phage_NPSG.2	16639	17097	0	0
tricho_phage_NPSG.2	17121	17687	38	2
tricho_phage_NPSG.2	17713	18147	76	4
tricho_phage_NPSG.2	18137	18565	82	4
tricho_phage_NPSG.2	18604	18981	398	4
tricho_phage_NPSG.2	19046	20212	0	0
tricho_phage_NPSG.2	20184	22280	0	0
tricho_phage_NPSG.2	22280	22666	0	0
tricho_phage_NPSG.2	22721	23137	190	10
tricho_phage_NPSG.2	23134	24516	0	0
tricho_phage_NPSG.2	24513	25124	114	6
tricho_phage_NPSG.2	25111	26070	0	0
tricho_phage_NPSG.2	26073	27179	0	0
tricho_phage_NPSG.2	27338	28708	231	12
tricho_phage_NPSG.2	29041	29475	38	2
tricho_phage_NPSG.2	29522	29896	114	6
tricho_phage_NPSG.2	29900	30694	0	0
tricho_phage_NPSG.2	30760	30912	0	0
tricho_phage_NPSG.2	31006	31899	0	0
tricho_phage_NPSG.2	31965	32186	40	2
tricho_phage_NPSG.2	32427	33380	0	0
tricho_phage_NPSG.2	33371	33520	0	0
tricho_phage_NPSG.2	33632	33817	0	0
tricho_phage_NPSG.2	34477	35613	232	12
tricho_phage_NPSG.2	36314	38275	645	16
tricho_phage_NPSG.2	38301	38663	0	0
tricho_phage_NPSG.2	38620	39342	9876	515
tricho_phage_NPSG.2	39448	40029	0	0
tricho_phage_NPSG.2	40040	40780	38	2
tricho_phage_NPSG.2	40795	41433	276	24
tricho_phage_NPSG.2	41532	41837	0	0
tricho_phage_NPSG.2	41948	42127	0	0
tricho_phage_NPSG.2	42117	42311	0	0
tricho_phage_NPSG.2	42871	43326	0	0
tricho_phage_NPSG.2	43352	44413	126	8
tricho_phage_NPSG.2	44490	45002	0	0
tricho_phage_NPSG.2	45054	45476	10	2
tricho_phage_NPSG.2	45483	46223	14	2
tricho_phage_NPSG.2	46333	46791	0	0
tricho_phage_NPSG.2	46836	47504	0	0
tricho_phage_NPSG.2	47605	48066	190	10
tricho_phage_NPSG.2	48140	51769	847	10
tricho_phage_NPSG.2	52051	52557	0	0
tricho_phage_NPSG.2	53111	53557	442	22
tricho_phage_NPSG.2	53832	54134	302	3
tricho_phage_NPSG.2	54224	54349	0	0
tricho_phage_NPSG.2	54336	55283	0	0
tricho_phage_NPSG.2	55361	56770	0	0
tricho_phage_NPSG.2	56802	57173	0	0
tricho_phage_NPSG.2	57350	57877	38	2
tricho_phage_NPSG.2	57898	58578	86	4
tricho_phage_NPSG.2	58933	61149	3347	176
tricho_phage_NPSG.2	61220	62137	0	0
tricho_phage_NPSG.2	62141	62542	98	3
tricho_phage_NPSG.2	62509	62910	80	3
tricho_phage_NPSG.2	62936	63319	108	12
tricho_phage_NPSG.2	63325	63825	188	2
tricho_phage_NPSG.2	63896	64636	0	0
tricho_phage_NPSG.2	64669	65142	40	2
tricho_phage_NPSG.2	65595	66323	342	18
tricho_phage_NPSG.2	66332	68194	2691	124
tricho_phage_NPSG.2	68347	68601	133	2
tricho_phage_NPSG.2	68598	68921	158	8
tricho_phage_NPSG.2	68954	69685	134	8
tricho_phage_NPSG.2	69738	70466	0	0
tricho_phage_NPSG.2	70484	70729	0	0
tricho_phage_NPSG.2	70732	70980	0	0
tricho_phage_NPSG.2	70977	71384	364	4
tricho_phage_NPSG.2	71381	71794	0	0
tricho_phage_NPSG.2	71866	72267	38	2
tricho_phage_NPSG.2	72682	73515	0	0
tricho_phage_NPSG.2	73892	74773	38	2
tricho_phage_NPSG.2	74816	75238	0	0
tricho_phage_NPSG.2	75265	75399	169	2
tricho_phage_NPSG.2	75459	75902	0	0
tricho_phage_NPSG.2	76078	76407	0	0
tricho_phage_NPSG.2	76561	76884	0	0
tricho_phage_NPSG.2	76961	91440	7950	369
tricho_phage_NPSG.2	91544	91996	8	4
tricho_phage_NPSG.2	92174	92515	40	2
tricho_phage_NPSG.2	92712	93734	2024	106
tricho_phage_NPSG.2	93810	94904	977	46
tricho_phage_NPSG.2	95029	95529	76	4
tricho_phage_NPSG.2	95615	96883	120	6
tricho_phage_NPSG.2	97030	97863	199	2
tricho_phage_NPSG.2	98080	99108	38	2
tricho_phage_NPSG.2	99258	99416	0	0
tricho_phage_NPSG.2	99459	100589	240	4
tricho_phage_NPSG.2	100708	101829	427	22
tricho_phage_NPSG.2	101890	102825	38	2
tricho_phage_NPSG.2	102999	104748	350	18
tricho_phage_NPSG.2	104852	105088	0	0
tricho_phage_NPSG.2	105198	106145	0	0
tricho_phage_NPSG.2	108013	108507	80	4
tricho_phage_NPSG.2	108634	109167	80	4
tricho_phage_NPSG.2	109341	111053	568	18
tricho_phage_NPSG.2	111958	112659	0	0
tricho_phage_NPSG.2	112864	113370	0	0
tricho_phage_NPSG.2	113467	113856	40	1
tricho_phage_NPSG.2	113931	114092	0	0
tricho_phage_NPSG.2	114183	115343	0	0
tricho_phage_NPSG.2	115659	116300	38	2
tricho_phage_NPSG.2	116363	116596	0	0
tricho_phage_NPSG.2	116821	117441	38	2
tricho_phage_NPSG.2	117477	117989	84	4
tricho_phage_NPSG.2	118073	118450	0	0
tricho_phage_NPSG.2	118900	119238	0	0
tricho_phage_NPSG.2	119269	119865	0	0
tricho_phage_NPSG.2	119942	120424	280	14
tricho_phage_NPSG.2	120616	121032	84	4
tricho_phage_NPSG.2	121086	123043	266	14
tricho_phage_NPSG.2	123036	125216	286	14
tricho_phage_NPSG.2	125330	125872	252	9
tricho_phage_NPSG.2	126134	126415	0	0
tricho_phage_NPSG.2	126595	127194	0	0
tricho_phage_NPSG.2	127191	127721	0	0
tricho_phage_NPSG.2	127811	128320	684	36
tricho_phage_NPSG.2	128537	129181	0	0
tricho_phage_NPSG.2	129469	129975	76	4
tricho_phage_NPSG.2	129977	130486	0	0
tricho_phage_NPSG.2	131333	133072	76	4
tricho_phage_NPSG.2	133145	133747	202	2
tricho_phage_NPSG.2	133747	134487	20	2
tricho_phage_NPSG.2	134511	134963	0	0
tricho_phage_NPSG.2	134978	136579	21892	1152
tricho_phage_NPSG.2	136572	137295	0	0
tricho_phage_NPSG.2	137369	138382	0	0
tricho_phage_NPSG.2	138407	139735	38	2
tricho_phage_NPSG.2	140193	140369	0	0
tricho_phage_NPSG.2	140381	140635	0	0
tricho_phage_NPSG.2	140772	141086	0	0
tricho_phage_NPSG.2	141196	142977	7457	392
tricho_phage_NPSG.2	143021	143200	0	0
tricho_phage_NPSG.2	143238	143654	0	0
tricho_phage_NPSG.2	143624	144727	0	0
tricho_phage_NPSG.2	144764	145663	0	0
tricho_phage_NPSG.2	145721	146518	38	2
tricho_phage_NPSG.2	146678	147319	38	2
tricho_phage_NPSG.2	147394	147684	0	0
tricho_phage_NPSG.2	148011	149198	0	0
