#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	593	34358	23.0282	0.380402	37.4	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	829	3716	100	22.2312	37	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	893	3457	100	25.2013	37.3	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	316	1653	99.5783	18.9163	37.4	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	634	2660	100	23.2812	36.8	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	588	2697	100	21.7616	37	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	277	1982	99.598	13.3854	36.8	45.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	99	1237	94.6442	7.25555	37.4	47
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	958	3948	100	23.9851	37	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	257	1265	96.8606	19.5819	37	55.4
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	165	1068	92.7083	13.9505	37.4	31.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	665	3074	100	21.0563	36.7	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	227	1143	100	19.5494	36.7	55.3
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	358	1657	98.4551	20.9198	36.3	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	192	1298	99.8462	13.9146	37.4	21.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	750	5887	99.3084	12.5808	37.2	29.6
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	319	1184	100	26.3885	36.6	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	287	1237	100	22.8715	37	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	2185	8731	100	24.672	37	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	599	2489	100	23.0699	36.8	54.7
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	464	2067	100	22.0039	37.2	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	284	1484	100	17.8214	36.5	45.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	436	1962	100	22.0056	36.7	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	142	1021	100	13.2233	37.1	58.1
