#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	1740	52555	35.2245	1.06987	37.7	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	392	3716	100	10.5815	37.8	59
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	606	3456	99.9711	16.6147	37.8	51.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	186	1612	97.1084	11.2422	37.9	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	290	2660	100	10.5962	37.5	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	188	2646	98.109	6.98369	37.3	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	2634	1990	100	129.616	37.7	49.6
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	136	1233	94.3382	10.0956	37.3	45.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	413	3948	100	10.3285	37.3	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	120	1254	96.0184	9.04671	38.1	53.6
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	54	1056	91.6667	4.63021	37.7	31.6
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	400	3074	100	12.8591	37.8	58
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	48	943	82.5022	4.23885	37.1	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	1811	1654	98.2769	103.291	37.1	54.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	221	1266	97.3846	16.6885	37.5	12.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	311	5627	94.9224	5.2586	37.9	34.6
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	1271	1184	100	106.554	37.3	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	143	1237	100	11.3525	37.5	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	1899	8715	99.8167	21.0157	37.5	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	238	2473	99.3572	9.35918	37.3	57
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	167	2067	100	7.91195	37.5	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	190	1477	99.5283	11.8888	37.5	40.2
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	171	1962	100	8.67839	37.6	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	46	1013	99.2165	4.25955	37.3	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	1420	1922	100	68.8231	37.9	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	398	4180	95.4556	9.11258	38.1	43.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	421	2068	99.9034	20.1362	37.5	53
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	130	1387	100	8.89762	38.2	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	289	3742	98.5774	7.56797	37.5	59.1
