#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	441	30281	20.2956	0.278887	37.5	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	1161	3716	100	31.0775	36.9	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	1047	3457	100	29.5916	37.3	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	375	1631	98.253	22.3783	37.3	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	801	2660	100	29.7692	37.1	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	762	2697	100	28.1031	37.1	57
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	89	1728	86.8342	4.19698	36.8	41.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	46	1142	87.3757	3.36419	37.6	44
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	1168	3948	100	29.0319	37	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	316	1306	100	24.1286	37.4	53.8
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	267	1152	100	22.3741	37.5	33.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	974	3074	100	31.2599	37.3	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	295	1143	100	25.2642	36.9	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	497	1679	99.7623	29.0921	36.7	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	223	1282	98.6154	16.78	37.3	29.4
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	1238	5900	99.5277	20.8394	37.5	31.5
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	442	1184	100	36.6993	36.9	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	401	1237	100	31.9442	36.9	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	2681	8731	100	30.333	37.2	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	737	2489	100	28.6987	37.1	56
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	612	2067	100	29.2695	37.2	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	709	1484	100	45.2817	36.9	52
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	600	1962	100	30.2013	37	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	254	1021	100	23.8227	37.7	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	645	1922	100	32.6878	37.4	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	843	4376	99.9315	19.2229	37.4	54.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	719	2070	100	34.3469	36.9	59
