#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	8558	116182	77.87	5.37935	37.2	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	11928	3716	100	321.26	36.9	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	12811	3457	100	363.465	37.2	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	4956	1660	100	298.607	37.2	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	8366	2660	100	311.338	36.9	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	8672	2697	100	321.775	37	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	2292	1990	100	110.512	37	44.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	1558	1307	100	115.25	37.4	48.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	12424	3948	100	310.033	36.9	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	3503	1306	100	267.315	37.1	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	2532	1152	100	213.076	37.3	33.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	10150	3074	100	324.747	36.9	57
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	3125	1143	100	271.241	37.1	55.1
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	4987	1683	100	293.616	36.3	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	2767	1300	100	204.018	36.9	23.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	12849	5928	100	216.811	37.2	30.1
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	4369	1184	100	363.548	36.5	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	3823	1237	100	305.214	36.9	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	28600	8731	100	324.611	37	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	8430	2489	100	327.829	36.8	55
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	6547	2067	100	311.537	37	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	6423	1484	100	410.011	36.7	49.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	6073	1962	100	307.645	36.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	2978	1021	100	280.078	37.3	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	7286	1922	100	372.699	37	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	10948	4379	100	250.858	37.4	56.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	7635	2070	100	367.089	36.8	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	4446	1387	100	306.947	37.1	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	12440	3796	100	325.339	37.2	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	7740	2530	100	302.177	37	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	5503	3333	100	165.146	37.5	60
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	3236	1477	100	215.886	37.1	51.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	11951	4188	100	284.208	37.2	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	10558	1610	100	654.435	37.2	45.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	11567	3512	100	326.85	36.8	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	302	1032	98.0989	28.4829	37.3	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	21775	7296	100	298.101	37.2	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000016860	1	1021	5	205	20.0784	0.369246	36.1	28.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	5353	1613	100	320.644	37.6	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	6600	2131	100	307.191	37.2	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	528	958	92.7396	48.9197	37.1	51.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	6093	1666	100	354.998	37.1	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	8371	2273	100	367.312	36.6	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	164	1256	99.0536	12.0773	37.7	45.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	7930	2050	100	374.15	36.8	37.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	12426	3196	100	386.321	37.1	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	4431	1014	100	413.515	37.5	47.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	1850	1629	100	110.479	36.7	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	8271	2331	100	349.454	36.9	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	4210	1579	100	264.588	36.7	32.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	7632	2434	100	310.101	37.5	35.3
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	6327	1389	100	396.27	37.3	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	8103	2606	100	308.44	36.5	59
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	11748	3743	100	311.869	37.1	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000003462	1	2869	6	306	10.6657	0.19275	34.7	1.17
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	16260	4934	100	328.365	37	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	5188	1650	100	313.248	37.3	58.2
