#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	27137	104924	70.3244	17.136	36.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	225	3653	98.3046	6.01668	36.6	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	274	3432	99.2768	7.53775	36.8	54.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	125	1561	94.0361	7.56747	36.8	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	162	2638	99.1729	6.07105	36.8	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	147	2682	99.4438	5.4683	36.5	58
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	602	1990	100	29.3251	36.1	48.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	94	1307	100	7.04973	37	39.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	236	3857	97.695	5.86373	36.3	57
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	67	1261	96.5544	5.14855	37.1	54.6
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	43	979	84.9826	3.49045	36.5	23.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	188	3074	100	6.04457	36.5	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	48	1134	99.2126	3.97813	37	51.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	305	1675	99.5247	17.1503	35.7	54.4
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	80	1145	88.0769	5.97077	35.9	21.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	228	5406	91.1943	3.84059	36.8	25.9
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	258	1184	100	21.4628	36.1	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	67	1236	99.9192	5.32983	36.6	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	745	8637	98.9234	8.31875	36.6	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	129	2394	96.1832	4.93572	36	56
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	121	2007	97.0972	5.76246	36.3	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	107	1484	100	6.80054	36.2	46.9
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	125	1959	99.8471	6.34302	36.4	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	59	1021	100	5.51616	35.9	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	318	1922	100	15.6165	36.5	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	186	3876	88.5134	4.21101	36.5	55.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	240	2070	100	11.4802	36	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	73	1321	95.2415	5.11175	35.9	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	247	3765	99.1834	6.49183	36.6	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	159	2529	99.9605	6.13478	36.2	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	82	2948	88.4488	2.43804	37.2	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	98	1197	81.0427	6.2715	37.4	51.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	208	4174	99.6657	4.93505	37	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	212	1599	99.3168	13.1739	36.6	42.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	390	3512	100	10.6446	36.4	53.9
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	8	598	56.8441	0.748099	35.5	0
