#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	578	35522	23.8083	0.360972	37.5	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	1688	3716	100	45.476	37.1	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	1500	3457	100	42.6824	37.3	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	691	1633	98.3735	41.5898	37.2	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	1224	2660	100	45.3177	37.1	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	1092	2697	100	40.6162	37.2	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	153	1889	94.9246	7.25729	37.3	39.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	192	1307	100	14.2823	37.6	48.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	1702	3948	100	42.3883	37.1	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	566	1290	98.7749	43.1263	37.6	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	347	1152	100	29.0512	37.2	34.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	1502	3074	100	48.1142	37.2	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	414	1143	100	35.7235	37.3	54.8
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	723	1644	97.6827	42.7796	36.4	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	397	1300	100	29.7085	37.1	26.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	1564	5920	99.865	26.4401	37.4	30.6
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	552	1184	100	45.7973	36.8	57.4
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	595	1237	100	47.3104	37.2	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	4044	8731	100	45.995	37.2	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	1235	2489	100	48.3572	37.2	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	870	2067	100	41.3885	37.3	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	851	1484	100	54.0337	36.9	52.2
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	825	1962	100	41.7951	36.8	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	372	1021	100	35.0539	37.6	59
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	962	1922	100	49.3148	37.3	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	1500	4345	99.2236	34.4293	37.7	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	1043	2070	100	50.2357	37.1	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	595	1387	100	41.0584	37.2	56
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	1684	3796	100	43.9312	37.5	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	1161	2530	100	45.1486	37.3	56.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	783	3333	100	23.4185	37.7	60
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	451	1477	100	30.1645	37.3	51
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	1836	4188	100	43.7128	37.4	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	1301	1608	99.8758	80.5435	37.4	45.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	1704	3512	100	48.2489	37.1	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	47	1001	95.1521	4.41445	36.9	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	3026	7296	100	41.4741	37.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000016860	1	1021	2	123	12.047	0.12047	36	41
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	659	1613	100	39.4526	37.8	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	929	2131	100	43.2628	37.5	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	470	962	93.1268	43.2585	37.5	50.9
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	737	1666	100	42.8565	37.5	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	1182	2273	100	51.879	36.8	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	19	904	71.2934	1.47397	37.3	47
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	846	2023	98.6829	39.6727	36.9	37.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	1472	3196	100	45.7484	37.3	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	587	1014	100	54.0661	37.9	47.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	370	1629	100	22.1351	37	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	980	2331	100	41.7598	37.3	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	585	1579	100	36.5966	36.7	33.9
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	970	2425	99.6302	39.3332	37.6	35.9
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	813	1389	100	50.8596	37.6	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	1166	2606	100	44.2824	36.8	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	1724	3743	100	45.6265	37.2	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	2096	4934	100	42.4593	37.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	684	1650	100	41.2364	37.4	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	632	1689	100	36.5962	37.4	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	1428	3839	100	36.6184	37.2	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	935	1287	100	65.1103	37	32.6
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	601	1221	100	49.0663	36.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	549	1432	100	38.3554	37.1	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011390	1	1322	537	1322	100	39.8578	36.9	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008714	1	1586	701	1586	100	43.819	37.2	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000009153	1	1535	621	1535	100	40.0436	37.2	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001152	1	6013	2507	6013	100	41.7974	37.3	54.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001742	1	4524	1953	4524	100	43.0809	37.2	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000014804	1	1111	368	1111	100	32.838	37.2	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003170	1	3034	1378	3034	100	45.0616	37.3	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000013544	1	1179	575	1179	100	46.2689	36.9	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002357	1	3689	1688	3689	100	45.3369	37.4	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000004216	1	2526	1017	2526	100	40.154	37.1	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000010979	1	1358	2	142	10.4566	0.122975	37.3	60
Bin_1_Bin_1_Bin_1-contigs_c_000000012900	1	1218	320	1218	100	25.5583	37	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007739	1	1714	34714	1709	99.7083	1870.02	36.1	35.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011859	1	1288	370	1288	100	27.3905	37.4	55.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008743	1	1582	397	1575	99.5575	24.8742	37.5	36
Bin_1_Bin_1_Bin_1-contigs_c_000000000803	1	7482	3392	7482	100	45.0916	37.3	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001944	1	4206	1995	4206	100	46.7399	37.2	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005991	1	2023	967	2023	100	47.1928	37	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000007767	1	1710	846	1710	100	46.4234	37.4	48.5
Bin_1_Bin_1_Bin_1-contigs_c_000000010358	1	1414	528	1414	100	36.9908	37.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005788	1	2071	908	2071	100	43.379	37.4	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000007659	1	1726	689	1671	96.8134	39.8314	36.9	52.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004287	1	2503	1149	2503	100	45.6037	37.5	59
Bin_1_Bin_1_Bin_1-contigs_c_000000003847	1	2683	1156	2683	100	42.4845	37.5	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003368	1	2919	1044	2919	100	35.6475	37.4	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000000941	1	6899	2270	6899	100	32.6436	36.7	50.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001723	1	4572	1981	4572	100	43.3399	37.1	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000012792	1	1225	437	1225	100	35.0327	37.6	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000004800	1	2344	1003	2344	100	42.6459	37.3	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008202	1	1650	767	1650	100	45.32	37.7	57
Bin_1_Bin_1_Bin_1-contigs_c_000000004935	1	2297	877	2297	100	37.7945	37.6	58
Bin_1_Bin_1_Bin_1-contigs_c_000000009950	1	1454	476	1422	97.7992	32.8212	37.5	9.51
Bin_1_Bin_1_Bin_1-contigs_c_000000009006	1	1552	728	1552	100	46.3383	37.6	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002856	1	3237	1244	3237	100	38.4053	37.6	60
Bin_1_Bin_1_Bin_1-contigs_c_000000003443	1	2877	1242	2877	100	43.1901	37.1	58.9
