#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	48108	136352	91.3887	30.2759	37.6	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	8914	3716	100	240.569	37.4	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	9307	3457	100	264.102	37.6	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	3652	1645	99.0964	220.074	37.7	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	6579	2660	100	245.066	37.3	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	6414	2697	100	238.343	37.4	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	3003	1990	100	146.226	37.3	45.6
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	1541	1307	100	113.706	37.7	44.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	9663	3948	100	241.919	37.3	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	2712	1305	99.9234	207.606	37.5	55
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	1796	1152	100	151.969	37.6	34
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	7981	3074	100	255.787	37.4	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	2105	1143	100	182.304	37.4	54.1
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	4402	1683	100	258.714	36.7	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	2194	1300	100	162.522	37.3	24.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	8616	5928	100	145.463	37.6	29.6
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	3786	1184	100	315.947	37	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	2992	1237	100	239.193	37.4	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	23006	8731	100	261.609	37.4	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	6615	2489	100	256.187	37.2	54.4
