#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	997	49388	33.1019	0.620101	37.6	59
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	2746	3716	100	73.3574	37.5	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	2575	3457	100	72.4727	37.5	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	949	1657	99.8193	56.5199	37.6	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	1920	2660	100	70.6387	37.4	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	1880	2697	100	69.0337	37.4	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	352	1951	98.0402	16.5809	37.2	42.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	284	1307	100	20.9939	37.9	49
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	2894	3948	100	71.7655	37.4	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	849	1305	99.9234	64.3767	37.6	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	599	1152	100	50.4375	37.6	34.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	2495	3074	100	79.161	37.4	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	716	1143	100	61.4882	37.5	54.7
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	1135	1683	100	66.7213	37	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	602	1300	100	44.0554	37.3	24.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	2445	5919	99.8482	40.9054	37.6	29.8
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	895	1184	100	73.5481	37	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	893	1237	100	70.3694	37.2	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	6857	8731	100	77.2005	37.4	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	1797	2489	100	69.671	37.3	55.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	1581	2067	100	74.8786	37.5	58
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	1491	1484	100	93.3443	37	51.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	1374	1962	100	68.604	37.2	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	726	1021	100	68.1293	37.6	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	1600	1922	100	81.5286	37.5	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	2108	4333	98.9495	47.7504	37.7	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	1468	2070	100	69.6275	37.2	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	1115	1387	100	76.3706	37.4	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	2733	3796	100	70.6868	37.6	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	1861	2530	100	71.9767	37.6	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	476	3333	100	14.1761	37.9	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	603	1477	100	39.6784	37.4	50.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	2942	4188	100	69.3608	37.6	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	2089	1610	100	127.707	37.6	44.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	2818	3512	100	78.9026	37.3	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	56	1034	98.289	5.24144	37.4	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	4844	7296	100	65.7725	37.7	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000016860	1	1021	73	488	47.7963	5.83154	36.9	32.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	1147	1613	100	67.9368	37.9	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	1364	2131	100	62.9883	37.6	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	507	958	92.7396	46.3621	37.9	51.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	1174	1666	100	67.8788	37.5	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	1717	2273	100	74.5477	37.1	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	43	867	68.3754	3.01893	38.6	47.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	1821	2048	99.9024	84.8146	37.4	36.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	2601	3196	100	80.2153	37.6	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	980	1014	100	90.9398	37.9	48.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	239	1629	100	14.0098	37.3	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	1774	2331	100	74.577	37.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	1080	1579	100	67.1058	37.1	33.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	1361	2418	99.3426	54.8431	38	37
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	1411	1389	100	88.6854	37.7	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	1968	2606	100	74.241	36.9	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	2634	3743	100	68.9204	37.5	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	3545	4934	100	71.2231	37.5	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	1066	1650	100	63.7842	37.7	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	1130	1689	100	65.2386	37.6	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	1814	3839	100	45.6319	37.6	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	1489	1287	100	104.667	37.2	37.5
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	935	1221	100	74.8215	36.7	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	862	1432	100	59.4288	37.4	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000000460	1	10581	186	8010	75.7017	1.75484	38	60
