#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	16977	127617	85.5342	10.6056	37.2	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	2820	3716	100	75.9198	37.1	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	2837	3457	100	80.7301	37.3	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	1129	1658	99.8795	67.8024	37.1	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	2035	2660	100	75.5124	37	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	1829	2697	100	67.7089	37.1	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	1261	1990	100	61.6995	37	48.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	521	1307	100	37.9816	37.2	43
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	2932	3948	100	73.0646	37	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	850	1280	98.0092	65.1937	37.3	56.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	497	1147	99.566	41.9679	37.4	34.6
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	2493	3074	100	79.8585	37	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	567	1142	99.9125	49.0157	37.2	54.6
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	1437	1653	98.2175	83.4332	36.2	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	561	1299	99.9231	41.2608	37	22.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	2509	5906	99.6289	42.3817	37.3	29.1
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	1298	1184	100	108.384	36.7	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	884	1237	100	70.5481	36.9	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	6647	8731	100	75.2972	37	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	1836	2489	100	71.5653	36.9	56.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	1579	2067	100	75.2835	37	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	1327	1484	100	82.9677	37	50.6
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	1417	1962	100	71.9429	36.8	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	530	1021	100	50.4496	37.2	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	1858	1922	100	94.1837	37.3	59
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	2240	4278	97.6935	51.258	37.3	55.1
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	1629	2070	100	78.0271	36.8	59
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	1098	1387	100	76.5652	37	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	2518	3796	100	65.7779	37.3	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	1703	2530	100	66.3119	37.1	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	204	3333	100	6.05341	37.8	60
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	648	1412	95.5992	42.1571	37.2	50.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	2752	4188	100	65.2763	37.3	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	1473	1610	100	91.2677	37.2	43.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	2896	3512	100	81.2007	36.9	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	41	1015	96.4829	3.68726	37.9	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	4533	7296	100	61.7522	37.2	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	1153	1613	100	68.5536	37.7	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	1488	2131	100	69.3665	37.2	59
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	29	903	87.4153	2.55179	37.6	54.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	1334	1666	100	77.8409	37.3	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	1997	2273	100	87.5649	36.7	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	27	1102	86.9085	2.0071	38.2	43.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	1863	1985	96.8293	87.9961	36.9	39.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	3268	3196	100	101.262	37.2	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	923	1014	100	85.6381	37.6	48
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	96	1629	100	5.56661	37	55.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	2018	2331	100	84.7778	36.9	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	1050	1579	100	65.8645	36.7	31.1
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	1526	2415	99.2194	62.2062	37.6	35.2
