#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	1749	65854	44.1381	1.10163	37.3	59
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	1074	3716	100	28.7721	36.9	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	977	3457	100	27.4932	37.3	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	378	1632	98.3133	22.7867	37.3	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	787	2660	100	29.2421	37.1	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	641	2697	100	23.7642	37	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	102	1790	89.9497	4.80101	37.3	43.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	125	1307	100	9.10023	37.9	49.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	1129	3948	100	28.1023	37	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	338	1306	100	25.6018	37.5	54.1
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	186	1140	98.9583	15.533	37.2	37.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	878	3074	100	28.093	37.1	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	253	1143	100	21.9195	37.4	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	558	1674	99.4652	32.9525	36.6	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	260	1300	100	19.5223	37.1	28.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	840	5808	97.9757	14.0786	37.4	31.5
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	287	1184	100	23.7686	36.8	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	332	1237	100	26.4624	36.9	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	2471	8731	100	28.0898	37	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	756	2489	100	29.0824	36.9	53.7
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	650	2067	100	30.6855	37.1	57
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	556	1484	100	34.6651	36.6	49
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	618	1962	100	31.3338	37.1	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	191	1021	100	18.2576	37.5	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	649	1922	100	33.076	37.2	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	780	4337	99.0409	17.842	37.5	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	526	2070	100	25.1343	36.8	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	419	1387	100	29.0317	37.1	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	956	3796	100	24.9644	37.1	58
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	732	2530	100	28.4225	37.1	56
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	162	3277	98.3198	4.86079	37.2	60
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	223	1289	87.2715	14.9702	37.1	50.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	1154	4171	99.5941	27.3622	37.2	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	723	1607	99.8137	44.7217	37.1	44.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	1082	3512	100	30.4117	36.8	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	14	721	68.5361	1.32319	37.7	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	1887	7296	100	25.8125	37.3	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	347	1613	100	20.5759	37.7	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	555	2131	100	25.779	37.5	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	151	952	92.1588	14.2004	37.7	52.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	466	1666	100	26.9976	37.3	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	699	2273	100	30.5618	36.7	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	15	550	43.3754	1.14826	36.5	35.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	740	1810	88.2927	34.7493	36.9	39.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	850	3196	100	26.3692	37.4	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	346	1014	100	32.711	37.8	50
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	91	1554	95.3959	5.35359	37.1	57.2
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	692	2331	100	29.0558	37.2	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	392	1579	100	24.6301	36.9	32.1
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	633	2377	97.6582	25.7527	37.5	33.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	523	1389	100	33.09	37.4	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	827	2606	100	31.3645	36.6	59
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	1116	3743	100	29.4921	37.2	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000003462	1	2869	4	198	6.90136	0.124782	36.3	16.5
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	1370	4934	100	27.6471	37.1	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	415	1650	100	25.0806	37.4	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	471	1636	96.862	27.2889	37.4	57.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	684	3831	99.7916	17.335	37	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	538	1287	100	38.3458	36.9	35.3
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	336	1221	100	27.2539	36.6	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	370	1432	100	25.6962	37.3	59.5
