#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	3482	97680	65.4692	2.17993	36.9	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	6963	3716	100	186.484	36.6	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	6763	3457	100	190.74	36.9	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	2592	1638	98.6747	155.231	36.9	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	5033	2660	100	186.552	36.5	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	4593	2697	100	169.739	36.7	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	2154	1990	100	104.201	36.4	46.4
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	979	1307	100	72.0222	37	48.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	7860	3948	100	195.168	36.5	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	2372	1306	100	180.737	36.9	55.9
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	1402	1152	100	118.058	36.9	32.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	6306	3074	100	200.669	36.5	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	1795	1143	100	154.298	36.7	54.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	3549	1681	99.8812	205.605	35.8	56
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	1706	1300	100	125.875	36.5	24
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	5977	5927	99.9831	100.479	36.9	30
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	2858	1184	100	236.858	36.2	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	2579	1237	100	204.665	36.6	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	17480	8731	100	197.65	36.6	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	4862	2489	100	186.568	36.5	53.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	3993	2067	100	189.875	36.7	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	3679	1484	100	232.911	36.3	49.9
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	3703	1962	100	187.237	36.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	1741	1021	100	164.94	36.9	59
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	4665	1922	100	236.947	36.9	58.9
