#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	1050	46829	31.3867	0.657406	36.6	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	586	3716	100	15.4645	36.4	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	643	3457	100	18.1386	36.5	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	229	1567	94.3976	13.6386	36.3	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	391	2660	100	14.3414	36.2	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	399	2697	100	14.597	36.4	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	59	1582	79.4975	2.72462	36.6	42.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	42	911	69.7016	3.20352	37.2	52.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	669	3948	100	16.5104	36.4	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	180	1297	99.3109	13.5444	36.6	53.5
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	149	1152	100	12.5	36.6	30.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	497	3074	100	15.433	36.2	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	191	1128	98.6877	16.3587	36.5	54.8
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	241	1623	96.4349	13.8764	35.7	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	96	1255	96.5385	6.77846	35.5	20.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	601	5821	98.195	9.97537	36.6	30.5
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	207	1184	100	16.9679	35.7	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	231	1237	100	18.004	36.6	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	1453	8731	100	16.2364	36.5	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	380	2489	100	14.6364	36.6	56.6
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	299	2067	100	14.014	36.3	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	250	1484	100	15.0209	36.1	48.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	280	1962	100	13.9602	35.5	60
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	171	1021	100	16.1881	36.6	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	310	1922	100	15.7612	36.6	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	463	4350	99.3377	10.4193	36.7	55.1
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	356	2070	100	16.8913	36	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	215	1387	100	14.6878	36	58
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	599	3796	100	15.4689	36.6	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	376	2530	100	14.33	36.3	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	114	2874	86.2286	3.35374	36.7	60
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	125	1139	77.1158	8.15234	36.6	49.2
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	539	4184	99.9045	12.6294	36.7	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	1027	1602	99.5031	62.282	36.4	43.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	589	3512	100	16.3095	36.1	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	20	749	71.1977	1.89259	37.8	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	1090	7296	100	14.7573	36.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016860	1	1021	506	1021	100	40.1048	36.3	37
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	264	1613	100	15.4941	37	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	276	2131	100	12.5767	36.7	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	338	955	92.4492	30.7415	36.7	51.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	164	1666	100	9.35234	36.6	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	337	2273	100	14.5777	35.9	58.1
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	28	698	55.0473	2.09779	37.1	51.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	320	1283	62.5854	14.8927	36.6	41.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	567	3190	99.8123	17.4196	36.6	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	244	1014	100	22.2426	37	49.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	121	1581	97.0534	7.33702	36	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	419	2331	100	17.3955	36	59.9
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	224	1558	98.67	13.6042	35.4	31.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	386	2434	100	15.2358	37.2	40.5
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	256	1389	100	15.6515	37	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	391	2602	99.8465	14.6757	35.9	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	530	3743	100	13.9663	36.6	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	748	4934	100	14.9258	36.4	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	236	1650	100	13.9067	36.8	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	227	1689	100	12.9834	36.8	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	348	3376	87.9396	8.74993	36.2	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	312	1287	100	21.7646	35.8	37.5
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	175	1216	99.5905	14.0401	35.8	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	195	1432	100	13.3066	36.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000000460	1	10581	1136	10508	99.3101	10.531	36.7	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011390	1	1322	208	1322	100	15.2201	36.3	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008714	1	1586	219	1586	100	13.203	36.7	59
Bin_1_Bin_1_Bin_1-contigs_c_000000009153	1	1535	227	1535	100	14.3739	36.4	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000001152	1	6013	929	6013	100	15.1808	36.6	54
Bin_1_Bin_1_Bin_1-contigs_c_000000001742	1	4524	654	4524	100	14.2275	36.5	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000014804	1	1111	136	910	81.9082	12.0873	36.7	56.5
Bin_1_Bin_1_Bin_1-contigs_c_000000003170	1	3034	513	3034	100	16.4136	36.1	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000013544	1	1179	166	1179	100	13.0738	36	56
Bin_1_Bin_1_Bin_1-contigs_c_000000002357	1	3689	551	3689	100	14.3462	36.3	56.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004216	1	2526	381	2526	100	14.8781	36.2	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000010979	1	1358	316	1223	90.0589	22.4617	36.9	60
Bin_1_Bin_1_Bin_1-contigs_c_000000012900	1	1218	93	1218	100	7.44335	36.3	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007739	1	1714	4803	1714	100	256.74	35.2	28.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011859	1	1288	72	1139	88.4317	5.27562	36.5	55
Bin_1_Bin_1_Bin_1-contigs_c_000000008743	1	1582	120	1521	96.1441	7.45702	36.3	39.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000803	1	7482	1161	7482	100	15.2441	36.6	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001944	1	4206	748	4206	100	17.258	36.4	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000005991	1	2023	306	2023	100	14.5996	36.1	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000015606	1	1074	3	274	25.5121	0.276536	33.1	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007767	1	1710	303	1710	100	16.1409	36.6	48.9
Bin_1_Bin_1_Bin_1-contigs_c_000000010358	1	1414	178	1414	100	12.1457	36.9	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000005788	1	2071	349	2052	99.0826	16.4162	36.7	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000007659	1	1726	257	1569	90.9038	14.456	36.6	53
Bin_1_Bin_1_Bin_1-contigs_c_000000004287	1	2503	412	2503	100	16.199	36.6	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003847	1	2683	466	2683	100	16.9165	36.6	59
Bin_1_Bin_1_Bin_1-contigs_c_000000003368	1	2919	418	2919	100	14.0319	36.6	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000000941	1	6899	740	6874	99.6376	10.4067	35.9	51
Bin_1_Bin_1_Bin_1-contigs_c_000000001723	1	4572	741	4480	97.9878	15.9311	36.2	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000012792	1	1225	62	1035	84.4898	4.87837	36.6	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004800	1	2344	341	2344	100	14.2999	36.5	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008202	1	1650	274	1650	100	15.8315	36.8	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004935	1	2297	376	2297	100	16.1093	37	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000009950	1	1454	252	1438	98.8996	17.011	36.5	10.4
Bin_1_Bin_1_Bin_1-contigs_c_000000009006	1	1552	281	1552	100	17.6173	37	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002856	1	3237	482	3237	100	14.6707	36.7	60
Bin_1_Bin_1_Bin_1-contigs_c_000000003443	1	2877	456	2877	100	15.5874	36.3	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000002089	1	4018	345	3818	95.0224	8.22822	34.9	53.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011894	1	1286	197	1286	100	14.9588	36.9	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000005235	1	2202	178	2047	92.9609	7.80154	35.9	38.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002510	1	3528	656	3528	100	17.8478	36.2	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000013615	1	1175	196	1175	100	16.0238	35.8	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006353	1	1947	276	1947	100	13.7822	37	56.8
Bin_1_Bin_1_Bin_1-contigs_c_000000000895	1	7039	944	7039	100	13.2176	36.6	56.2
Bin_1_Bin_1_Bin_1-contigs_c_000000011384	1	1323	250	1323	100	18.2245	36.5	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008596	1	1599	156	1533	95.8724	9.596	36.1	50.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001194	1	5859	725	5796	98.9247	12.0879	36.1	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000006623	1	1896	307	1896	100	15.5538	36.5	59
Bin_1_Bin_1_Bin_1-contigs_c_000000006395	1	1938	308	1938	100	15.356	36.4	58
Bin_1_Bin_1_Bin_1-contigs_c_000000010469	1	1404	261	1404	100	18.2443	36.1	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000009255	1	1524	269	1524	100	16.7881	35.8	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001146	1	6023	947	6023	100	15.47	36.9	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002025	1	4097	596	4097	100	14.3742	36.6	57
Bin_1_Bin_1_Bin_1-contigs_c_000000005416	1	2160	324	2160	100	14.7546	36.3	55.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004575	1	2409	295	2409	100	11.9685	35.9	59.6
