#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	6032	107921	72.3331	3.81698	38.1	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	2002	3716	100	54.1157	37.7	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	2064	3457	100	58.7217	38	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	834	1659	99.9398	50.2765	38.1	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	1504	2660	100	56.1774	37.9	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	1471	2697	100	54.7527	37.8	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	1063	1990	100	52.3111	38	48.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	437	1304	99.7705	32.5409	38.2	46.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	2215	3948	100	55.6436	37.8	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	604	1302	99.6937	46.4096	38.1	55.5
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	353	1152	100	29.9887	37.9	37.1
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	1837	3074	100	58.9414	37.8	57.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	478	1143	100	41.5547	37.7	55
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	1245	1664	98.8711	72.8651	37.3	56.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	494	1295	99.6154	36.8785	37.8	21.8
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	1883	5913	99.747	31.8607	38.1	30
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	1123	1184	100	94.1039	37.5	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	745	1237	100	59.6589	37.8	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	5177	8731	100	58.9093	37.8	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	1429	2489	100	55.3082	37.7	53.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	1184	2067	100	56.6149	37.9	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	1065	1484	100	67.6186	37.6	49.3
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	1115	1962	100	56.816	37.6	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	458	1021	100	43.334	38	58
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	1575	1922	100	80.014	38	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	1657	4344	99.2007	37.9998	38.2	56
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	1245	2070	100	60.1498	37.8	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	843	1387	100	58.6727	37.8	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	1930	3796	100	50.5453	38.1	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	1326	2530	100	51.7585	38.1	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	434	3333	100	12.9577	38.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	491	1477	100	32.2031	37.9	50.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	2241	4188	100	53.4687	38	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	1815	1610	100	113.016	38	43.5
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	2285	3512	100	64.4268	37.8	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	18	875	83.1749	1.72719	38.2	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	3206	7296	100	43.9397	38.1	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	835	1613	100	50.0682	38.6	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	1063	2131	100	49.6405	38.1	59
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	2651	960	92.9332	243.996	38.1	50.3
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	1195	1666	100	70.1351	38.1	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	1433	2273	100	63.2604	37.7	58.9
