#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tricho_phage_NPSG.2	1	149200	4355	100071	67.0717	2.73405	37.4	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000002334	1	3716	822	3716	100	22.1426	37.1	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000002591	1	3457	743	3457	100	21.0489	37.4	57.7
Bin_1_Bin_1_Bin_1-contigs_c_000000008122	1	1660	290	1613	97.1687	17.5	37.4	59
Bin_1_Bin_1_Bin_1-contigs_c_000000003897	1	2660	572	2660	100	21.3526	37.2	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000003812	1	2697	577	2697	100	21.4034	37	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000006142	1	1990	205	1973	99.1457	9.92915	37.3	44.1
Bin_1_Bin_1_Bin_1-contigs_c_000000011600	1	1307	152	1299	99.3879	11.3443	37.7	45.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002144	1	3948	887	3948	100	22.1998	37.2	58.3
Bin_1_Bin_1_Bin_1-contigs_c_000000011614	1	1306	241	1283	98.2389	18.4855	37.2	55.2
Bin_1_Bin_1_Bin_1-contigs_c_000000014014	1	1152	158	1147	99.566	13.3932	37.5	36.4
Bin_1_Bin_1_Bin_1-contigs_c_000000003109	1	3074	704	3074	100	22.4821	37	58
Bin_1_Bin_1_Bin_1-contigs_c_000000014174	1	1143	218	1128	98.6877	19.0376	37.5	55.4
Bin_1_Bin_1_Bin_1-contigs_c_000000007961	1	1683	292	1649	97.9798	17.2448	36.7	53.8
Bin_1_Bin_1_Bin_1-contigs_c_000000011690	1	1300	164	1295	99.6154	11.9408	37.1	21.3
Bin_1_Bin_1_Bin_1-contigs_c_000000001170	1	5928	794	5767	97.2841	13.4082	37.4	30.4
Bin_1_Bin_1_Bin_1-contigs_c_000000013460	1	1184	311	1184	100	25.9029	36.8	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000012598	1	1237	241	1237	100	19.2344	37.2	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000000634	1	8731	1915	8731	100	21.778	37.3	58.5
Bin_1_Bin_1_Bin_1-contigs_c_000000004316	1	2489	572	2489	100	22.4737	36.9	56.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005803	1	2067	482	2067	100	22.9419	37.2	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000009632	1	1484	391	1484	100	24.684	36.9	51.2
Bin_1_Bin_1_Bin_1-contigs_c_000000006279	1	1962	457	1961	99.949	23.2446	36.9	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000016858	1	1021	127	1021	100	12.1802	37.8	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000006482	1	1922	438	1922	100	22.5052	37.4	59.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001828	1	4379	764	4093	93.4688	17.4939	37.7	56
Bin_1_Bin_1_Bin_1-contigs_c_000000005794	1	2070	486	2070	100	23.3372	37	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000010666	1	1387	310	1387	100	21.6712	37.4	56.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002270	1	3796	806	3796	100	21.1407	37.4	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000004205	1	2530	522	2530	100	20.4368	37.3	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002742	1	3333	70	2805	84.1584	2.09751	37.4	59.7
Bin_1_Bin_1_Bin_1-contigs_c_000000009694	1	1477	171	1256	85.0372	11.3175	37.6	50.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001955	1	4188	910	4188	100	21.585	37.2	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000008501	1	1610	409	1608	99.8758	25.3683	37.6	43.9
Bin_1_Bin_1_Bin_1-contigs_c_000000002522	1	3512	815	3512	100	22.992	37	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016125	1	1052	14	533	50.6654	1.32605	36.2	0
Bin_1_Bin_1_Bin_1-contigs_c_000000000845	1	7296	1239	7296	100	16.8856	37.5	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000008477	1	1613	413	1613	100	25.0775	37.8	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000005527	1	2131	477	2131	100	22.2121	37.3	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000016557	1	1033	14	634	61.3746	1.21104	38.2	52.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008074	1	1666	320	1666	100	18.6152	37.5	57.6
Bin_1_Bin_1_Bin_1-contigs_c_000000005009	1	2273	495	2273	100	21.7963	37.2	58
Bin_1_Bin_1_Bin_1-contigs_c_000000012136	1	1268	15	708	55.836	1.0276	38.9	50.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005877	1	2050	486	1904	92.878	22.9424	37.2	37
Bin_1_Bin_1_Bin_1-contigs_c_000000002923	1	3196	827	3196	100	25.7231	37.4	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000017030	1	1014	293	1014	100	27.2771	37.7	50.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008355	1	1629	36	1207	74.0945	2.12462	36.9	58
Bin_1_Bin_1_Bin_1-contigs_c_000000004841	1	2331	494	2331	100	20.8717	37.1	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000008772	1	1579	277	1579	100	17.4965	37.1	34.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004486	1	2434	353	2399	98.562	14.4137	37.7	37.7
Bin_1_Bin_1_Bin_1-contigs_c_000000010647	1	1389	386	1389	100	24.707	37.4	58.4
Bin_1_Bin_1_Bin_1-contigs_c_000000004013	1	2606	595	2606	100	22.6259	36.7	58.8
Bin_1_Bin_1_Bin_1-contigs_c_000000002315	1	3743	849	3743	100	22.4878	37.4	59.2
Bin_1_Bin_1_Bin_1-contigs_c_000000003462	1	2869	12	839	29.2436	0.3977	35.4	49.1
Bin_1_Bin_1_Bin_1-contigs_c_000000001521	1	4934	1084	4934	100	21.9769	37.3	59.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008201	1	1650	355	1650	100	21.4679	37.5	56.7
Bin_1_Bin_1_Bin_1-contigs_c_000000007921	1	1689	320	1636	96.862	18.672	37.5	58.2
Bin_1_Bin_1_Bin_1-contigs_c_000000002233	1	3839	562	3839	100	14.429	37.5	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000011872	1	1287	437	1287	100	30.9285	36.6	37.1
Bin_1_Bin_1_Bin_1-contigs_c_000000012858	1	1221	226	1221	100	18.2973	36.6	58.6
Bin_1_Bin_1_Bin_1-contigs_c_000000010186	1	1432	274	1432	100	19.118	37	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000011390	1	1322	287	1322	100	21.0424	37.1	57.8
Bin_1_Bin_1_Bin_1-contigs_c_000000008714	1	1586	384	1585	99.9369	23.5939	37.1	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000009153	1	1535	300	1535	100	19.2925	37.5	59.6
Bin_1_Bin_1_Bin_1-contigs_c_000000001152	1	6013	1180	6013	100	19.6707	37.3	54.9
Bin_1_Bin_1_Bin_1-contigs_c_000000001742	1	4524	921	4524	100	20.3289	37.2	59.3
Bin_1_Bin_1_Bin_1-contigs_c_000000014804	1	1111	200	917	82.5383	17.5014	37.3	55.3
Bin_1_Bin_1_Bin_1-contigs_c_000000003170	1	3034	633	3033	99.967	20.6786	37.1	59
Bin_1_Bin_1_Bin_1-contigs_c_000000013544	1	1179	230	1179	100	18.1713	37.5	54.6
Bin_1_Bin_1_Bin_1-contigs_c_000000002357	1	3689	836	3689	100	22.4164	37.5	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000004216	1	2526	514	2526	100	20.3377	37.1	58.9
Bin_1_Bin_1_Bin_1-contigs_c_000000010979	1	1358	6	491	36.1561	0.446244	38.4	60
Bin_1_Bin_1_Bin_1-contigs_c_000000012900	1	1218	114	1218	100	9.24056	37.1	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007739	1	1714	493	979	57.1179	25.7748	36.3	9.86
Bin_1_Bin_1_Bin_1-contigs_c_000000011859	1	1288	139	1288	100	9.9472	37.7	52.1
Bin_1_Bin_1_Bin_1-contigs_c_000000008743	1	1582	131	1442	91.1504	8.16688	37.6	36.2
Bin_1_Bin_1_Bin_1-contigs_c_000000000803	1	7482	1719	7482	100	22.8649	37.3	58.7
Bin_1_Bin_1_Bin_1-contigs_c_000000001944	1	4206	965	4206	100	22.5901	37.3	57.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005991	1	2023	446	2023	100	21.5704	37.3	57.9
Bin_1_Bin_1_Bin_1-contigs_c_000000015606	1	1074	2	162	15.0838	0.187151	29.5	60
Bin_1_Bin_1_Bin_1-contigs_c_000000007767	1	1710	438	1710	100	24.4807	37.6	52.1
Bin_1_Bin_1_Bin_1-contigs_c_000000010358	1	1414	292	1414	100	20.418	37.7	59.5
Bin_1_Bin_1_Bin_1-contigs_c_000000005788	1	2071	476	2060	99.4689	22.8204	37.8	59.4
Bin_1_Bin_1_Bin_1-contigs_c_000000007659	1	1726	417	1708	98.9571	23.7949	37.1	53.8
Bin_1_Bin_1_Bin_1-contigs_c_000000004287	1	2503	629	2503	100	24.8857	37.6	58.5
