tricho_phage_NPSG.2	466	690	9092	138
tricho_phage_NPSG.2	1259	2245	74393	823
tricho_phage_NPSG.2	2441	3850	66978	732
tricho_phage_NPSG.2	3919	4164	17736	284
tricho_phage_NPSG.2	4154	4399	66497	879
tricho_phage_NPSG.2	4405	4695	45128	661
tricho_phage_NPSG.2	4705	4962	80467	1240
tricho_phage_NPSG.2	4968	5387	405639	5618
tricho_phage_NPSG.2	5390	5689	452656	5520
tricho_phage_NPSG.2	5779	8625	4257130	44867
tricho_phage_NPSG.2	8740	8913	222618	3189
tricho_phage_NPSG.2	8845	9303	459781	5707
tricho_phage_NPSG.2	9398	9769	237085	2771
tricho_phage_NPSG.2	9811	10626	671569	7249
tricho_phage_NPSG.2	10721	11380	376893	4665
tricho_phage_NPSG.2	11513	12670	161417	1713
tricho_phage_NPSG.2	12972	13379	23112	311
tricho_phage_NPSG.2	13483	13992	23076	256
tricho_phage_NPSG.2	14233	14937	40543	451
tricho_phage_NPSG.2	14903	15127	34185	469
tricho_phage_NPSG.2	15117	16163	355255	4524
tricho_phage_NPSG.2	16163	16561	315348	3614
tricho_phage_NPSG.2	16639	17097	24457	292
tricho_phage_NPSG.2	17121	17687	33749	451
tricho_phage_NPSG.2	17713	18147	20972	313
tricho_phage_NPSG.2	18137	18565	31148	397
tricho_phage_NPSG.2	18604	18981	79654	930
tricho_phage_NPSG.2	19046	20212	35084	405
tricho_phage_NPSG.2	20184	22280	178194	1934
tricho_phage_NPSG.2	22280	22666	95007	1148
tricho_phage_NPSG.2	22721	23137	58270	717
tricho_phage_NPSG.2	23134	24516	124470	1466
tricho_phage_NPSG.2	24513	25124	31869	425
tricho_phage_NPSG.2	25111	26070	40364	436
tricho_phage_NPSG.2	26073	27179	42819	456
tricho_phage_NPSG.2	27338	28708	59138	684
tricho_phage_NPSG.2	29041	29475	21690	278
tricho_phage_NPSG.2	29522	29896	54905	832
tricho_phage_NPSG.2	29900	30694	135822	1484
tricho_phage_NPSG.2	30760	30912	7448	113
